"Image id","Path","Extension","Height","Width","Type of Replica","Replica param 1","Replica param 2","Replica of"
"2698","neg/826.jpg","jpg","600.0","600.0",,,,
"2699","neg/157.jpg","jpg","754.0","600.0",,,,
"2700","neg/1606.jpg","jpg","450.0","600.0",,,,
"2701","neg/1804.jpg","jpg","456.0","600.0",,,,
"2702","neg/2103.jpg","jpg","447.0","599.0",,,,
"2703","neg/556.jpg","jpg","640.0","452.0",,,,
"2704","neg/645.jpg","jpg","378.0","434.0",,,,
"2705","neg/1955.jpg","jpg","600.0","600.0",,,,
"2706","neg/1417.jpg","jpg","500.0","500.0",,,,
"2707","neg/1129.jpg","jpg","1024.0","576.0",,,,
"2708","neg/1026.jpg","jpg","1015.0","600.0",,,,
"2709","neg/43.jpg","jpg","600.0","600.0",,,,
"2710","neg/1566.jpg","jpg","570.0","339.0",,,,
"2711","neg/1739.jpg","jpg","315.0","560.0",,,,
"2712","neg/1945.jpg","jpg","600.0","600.0",,,,
"2713","neg/1001.jpg","jpg","100.0","100.0",,,,
"2714","neg/1579.jpg","jpg","399.0","599.0",,,,
"2715","neg/2017.jpg","jpg","169.0","225.0",,,,
"2716","neg/694.jpg","jpg","600.0","600.0",,,,
"2717","neg/1792.jpg","jpg","960.0","527.0",,,,
"2718","neg/261.jpg","jpg","338.0","599.0",,,,
"2719","neg/1013.jpg","jpg","449.0","480.0",,,,
"2720","neg/240.jpg","jpg","1024.0","576.0",,,,
"2721","neg/79.jpg","jpg","840.0","560.0",,,,
"2722","neg/692.jpg","jpg","150.0","200.0",,,,
"2723","neg/1629.jpg","jpg","594.0","599.0",,,,
"2724","neg/1607.jpg","jpg","450.0","600.0",,,,
"2725","neg/1161.jpg","jpg","704.0","590.0",,,,
"2726","neg/458.jpg","jpg","410.0","598.0",,,,
"2727","neg/2149.jpg","jpg","401.0","599.0",,,,
"2728","neg/1941.jpg","jpg","347.0","520.0",,,,
"2729","neg/1597.jpg","jpg","450.0","600.0",,,,
"2730","neg/1032.jpg","jpg","315.0","600.0",,,,
"2731","neg/846.jpg","jpg","242.0","484.0",,,,
"2732","neg/470.jpg","jpg","669.0","600.0",,,,
"2733","neg/849.jpg","jpg","848.0","600.0",,,,
"2734","neg/2338.jpg","jpg","399.0","599.0",,,,
"2735","neg/1361.jpg","jpg","500.0","330.0",,,,
"2736","neg/2337.jpg","jpg","600.0","600.0",,,,
"2737","neg/71.jpg","jpg","592.0","592.0",,,,
"2738","neg/1596.jpg","jpg","399.0","600.0",,,,
"2739","neg/2347.jpg","jpg","1024.0","577.0",,,,
"2740","neg/666.jpg","jpg","450.0","600.0",,,,
"2741","neg/741.jpg","jpg","600.0","600.0",,,,
"2742","neg/1672.jpg","jpg","286.0","600.0",,,,
"2743","neg/2076.jpg","jpg","720.0","540.0",,,,
"2744","neg/1906.jpg","jpg","364.0","599.0",,,,
"2745","neg/935.jpg","jpg","267.0","600.0",,,,
"2746","neg/1190.jpg","jpg","1024.0","576.0",,,,
"2747","neg/2125.jpg","jpg","195.0","260.0",,,,
"2748","neg/2050.jpg","jpg","450.0","600.0",,,,
"2749","neg/1757.jpg","jpg","600.0","600.0",,,,
"2750","neg/2353.jpg","jpg","224.0","600.0",,,,
"2751","neg/1185.jpg","jpg","319.0","319.0",,,,
"2752","neg/2032.jpg","jpg","400.0","600.0",,,,
"2753","neg/1907.jpg","jpg","843.0","500.0",,,,
"2754","neg/2059.jpg","jpg","480.0","480.0",,,,
"2755","neg/1027.jpg","jpg","504.0","483.0",,,,
"2756","neg/513.jpg","jpg","776.0","599.0",,,,
"2757","neg/1020.jpg","jpg","450.0","600.0",,,,
"2758","neg/1828.jpg","jpg","398.0","599.0",,,,
"2759","neg/996.jpg","jpg","225.0","127.0",,,,
"2760","neg/1912.jpg","jpg","900.0","600.0",,,,
"2761","neg/989.jpg","jpg","337.0","598.0",,,,
"2762","neg/609.jpg","jpg","450.0","600.0",,,,
"2763","neg/189.jpg","jpg","800.0","600.0",,,,
"2764","neg/1504.jpg","jpg","723.0","599.0",,,,
"2765","neg/627.jpg","jpg","566.0","450.0",,,,
"2766","neg/2294.jpg","jpg","339.0","339.0",,,,
"2767","neg/1383.jpg","jpg","799.0","600.0",,,,
"2768","neg/2202.jpg","jpg","600.0","600.0",,,,
"2769","neg/1609.jpg","jpg","128.0","274.0",,,,
"2770","neg/1970.jpg","jpg","890.0","600.0",,,,
"2771","neg/722.jpg","jpg","150.0","200.0",,,,
"2772","neg/16.jpg","jpg","478.0","600.0",,,,
"2773","neg/895.jpg","jpg","337.0","599.0",,,,
"2774","neg/375.jpg","jpg","600.0","600.0",,,,
"2775","neg/1187.jpg","jpg","800.0","600.0",,,,
"2776","neg/1194.jpg","jpg","600.0","600.0",,,,
"2777","neg/1750.jpg","jpg","900.0","600.0",,,,
"2778","neg/1457.jpg","jpg","420.0","600.0",,,,
"2779","neg/219.jpg","jpg","500.0","500.0",,,,
"2780","neg/1291.jpg","jpg","804.0","600.0",,,,
"2781","neg/1922.jpg","jpg","449.0","599.0",,,,
"2782","neg/669.jpg","jpg","480.0","480.0",,,,
"2783","neg/1181.jpg","jpg","290.0","600.0",,,,
"2784","neg/1631.jpg","jpg","543.0","599.0",,,,
"2785","neg/1298.jpg","jpg","450.0","600.0",,,,
"2786","neg/63.jpg","jpg","600.0","600.0",,,,
"2787","neg/925.jpg","jpg","216.0","597.0",,,,
"2788","neg/81.jpg","jpg","399.0","599.0",,,,
"2789","neg/174.jpg","jpg","337.0","599.0",,,,
"2790","neg/1038.jpg","jpg","169.0","300.0",,,,
"2791","neg/1202.jpg","jpg","172.0","293.0",,,,
"2792","neg/177.jpg","jpg","900.0","600.0",,,,
"2793","neg/1835.jpg","jpg","600.0","390.0",,,,
"2794","neg/1718.jpg","jpg","1024.0","576.0",,,,
"2795","neg/415.jpg","jpg","800.0","600.0",,,,
"2796","neg/679.jpg","jpg","600.0","600.0",,,,
"2797","neg/465.jpg","jpg","225.0","225.0",,,,
"2798","neg/1815.jpg","jpg","450.0","600.0",,,,
"2799","neg/1357.jpg","jpg","192.0","135.0",,,,
"2800","neg/1507.jpg","jpg","600.0","600.0",,,,
"2801","neg/1900.jpg","jpg","450.0","600.0",,,,
"2802","neg/1.jpg","jpg","804.0","599.0",,,,
"2803","neg/832.jpg","jpg","320.0","600.0",,,,
"2804","neg/1165.jpg","jpg","450.0","600.0",,,,
"2805","neg/1953.jpg","jpg","359.0","599.0",,,,
"2806","neg/229.jpg","jpg","1109.0","600.0",,,,
"2807","neg/359.jpg","jpg","298.0","600.0",,,,
"2808","neg/750.jpg","jpg","519.0","600.0",,,,
"2809","neg/1823.jpg","jpg","600.0","600.0",,,,
"2810","neg/264.jpg","jpg","450.0","600.0",,,,
"2811","neg/296.jpg","jpg","292.0","400.0",,,,
"2812","neg/2138.jpg","jpg","337.0","599.0",,,,
"2813","neg/1826.jpg","jpg","441.0","350.0",,,,
"2814","neg/1578.jpg","jpg","342.0","240.0",,,,
"2815","neg/1348.jpg","jpg","286.0","598.0",,,,
"2816","neg/1249.jpg","jpg","500.0","500.0",,,,
"2817","neg/1219.jpg","jpg","800.0","600.0",,,,
"2818","neg/1547.jpg","jpg","1024.0","579.0",,,,
"2819","neg/1393.jpg","jpg","140.0","88.0",,,,
"2820","neg/646.jpg","jpg","216.0","400.0",,,,
"2821","neg/2169.jpg","jpg","540.0","540.0",,,,
"2822","neg/2141.jpg","jpg","450.0","600.0",,,,
"2823","neg/61.jpg","jpg","372.0","599.0",,,,
"2824","neg/531.jpg","jpg","1024.0","577.0",,,,
"2825","neg/2234.jpg","jpg","141.0","165.0",,,,
"2826","neg/920.jpg","jpg","150.0","200.0",,,,
"2827","neg/1263.jpg","jpg","1024.0","576.0",,,,
"2828","neg/1692.jpg","jpg","800.0","600.0",,,,
"2829","neg/2243.jpg","jpg","450.0","600.0",,,,
"2830","neg/736.jpg","jpg","429.0","599.0",,,,
"2831","neg/2114.jpg","jpg","788.0","588.0",,,,
"2832","neg/794.jpg","jpg","600.0","600.0",,,,
"2833","neg/516.jpg","jpg","600.0","600.0",,,,
"2834","neg/360.jpg","jpg","326.0","598.0",,,,
"2835","neg/2097.jpg","jpg","337.0","599.0",,,,
"2836","neg/814.jpg","jpg","450.0","600.0",,,,
"2837","neg/270.jpg","jpg","534.0","547.0",,,,
"2838","neg/1635.jpg","jpg","600.0","600.0",,,,
"2839","neg/581.jpg","jpg","300.0","301.0",,,,
"2840","neg/2352.jpg","jpg","735.0","490.0",,,,
"2841","neg/616.jpg","jpg","1024.0","576.0",,,,
"2842","neg/1454.jpg","jpg","848.0","600.0",,,,
"2843","neg/453.jpg","jpg","512.0","512.0",,,,
"2844","neg/848.jpg","jpg","600.0","600.0",,,,
"2845","neg/1719.jpg","jpg","600.0","600.0",,,,
"2846","neg/811.jpg","jpg","290.0","400.0",,,,
"2847","neg/2066.jpg","jpg","600.0","600.0",,,,
"2848","neg/1472.jpg","jpg","800.0","600.0",,,,
"2849","neg/165.jpg","jpg","337.0","599.0",,,,
"2850","neg/1595.jpg","jpg","400.0","600.0",,,,
"2851","neg/623.jpg","jpg","500.0","500.0",,,,
"2852","neg/2187.jpg","jpg","847.0","599.0",,,,
"2853","neg/311.jpg","jpg","450.0","600.0",,,,
"2854","neg/1675.jpg","jpg","600.0","600.0",,,,
"2855","neg/1159.jpg","jpg","600.0","600.0",,,,
"2856","neg/1395.jpg","jpg","1032.0","581.0",,,,
"2857","neg/2013.jpg","jpg","89.0","149.0",,,,
"2858","neg/1411.jpg","jpg","326.0","598.0",,,,
"2859","neg/2117.jpg","jpg","431.0","600.0",,,,
"2860","neg/1293.jpg","jpg","466.0","599.0",,,,
"2861","neg/1553.jpg","jpg","338.0","599.0",,,,
"2862","neg/213.jpg","jpg","109.0","598.0",,,,
"2863","neg/728.jpg","jpg","350.0","350.0",,,,
"2864","neg/1343.jpg","jpg","338.0","599.0",,,,
"2865","neg/866.jpg","jpg","798.0","599.0",,,,
"2866","neg/1684.jpg","jpg","712.0","482.0",,,,
"2867","neg/888.jpg","jpg","319.0","480.0",,,,
"2868","neg/957.jpg","jpg","450.0","600.0",,,,
"2869","neg/1217.jpg","jpg","480.0","600.0",,,,
"2870","neg/1148.jpg","jpg","448.0","600.0",,,,
"2871","neg/1227.jpg","jpg","190.0","134.0",,,,
"2872","neg/438.jpg","jpg","398.0","600.0",,,,
"2873","neg/1234.jpg","jpg","314.0","600.0",,,,
"2874","neg/1604.jpg","jpg","240.0","240.0",,,,
"2875","neg/2124.jpg","jpg","337.0","600.0",,,,
"2876","neg/2225.jpg","jpg","300.0","300.0",,,,
"2877","neg/1209.jpg","jpg","600.0","600.0",,,,
"2878","neg/1214.jpg","jpg","628.0","599.0",,,,
"2879","neg/620.jpg","jpg","348.0","599.0",,,,
"2880","neg/629.jpg","jpg","400.0","600.0",,,,
"2881","neg/1158.jpg","jpg","337.0","480.0",,,,
"2882","neg/258.jpg","jpg","410.0","599.0",,,,
"2883","neg/10.jpg","jpg","450.0","600.0",,,,
"2884","neg/530.jpg","jpg","600.0","600.0",,,,
"2885","neg/745.jpg","jpg","675.0","600.0",,,,
"2886","neg/1115.jpg","jpg","337.0","600.0",,,,
"2887","neg/1122.jpg","jpg","281.0","200.0",,,,
"2888","neg/1303.jpg","jpg","300.0","450.0",,,,
"2889","neg/1544.jpg","jpg","105.0","140.0",,,,
"2890","neg/2273.jpg","jpg","500.0","500.0",,,,
"2891","neg/632.jpg","jpg","534.0","600.0",,,,
"2892","neg/66.jpg","jpg","1018.0","599.0",,,,
"2893","neg/1205.jpg","jpg","400.0","600.0",,,,
"2894","neg/2331.jpg","jpg","600.0","600.0",,,,
"2895","neg/1221.jpg","jpg","338.0","600.0",,,,
"2896","neg/20.jpg","jpg","600.0","600.0",,,,
"2897","neg/384.jpg","jpg","190.0","190.0",,,,
"2898","neg/1908.jpg","jpg","450.0","600.0",,,,
"2899","neg/1993.jpg","jpg","960.0","540.0",,,,
"2900","neg/869.jpg","jpg","666.0","474.0",,,,
"2901","neg/2297.jpg","jpg","275.0","490.0",,,,
"2902","neg/1624.jpg","jpg","812.0","540.0",,,,
"2903","neg/606.jpg","jpg","600.0","600.0",,,,
"2904","neg/1401.jpg","jpg","337.0","599.0",,,,
"2905","neg/504.jpg","jpg","200.0","200.0",,,,
"2906","neg/2283.jpg","jpg","500.0","500.0",,,,
"2907","neg/506.jpg","jpg","397.0","599.0",,,,
"2908","neg/841.jpg","jpg","450.0","600.0",,,,
"2909","neg/112.jpg","jpg","800.0","600.0",,,,
"2910","neg/481.jpg","jpg","442.0","589.0",,,,
"2911","neg/1337.jpg","jpg","600.0","600.0",,,,
"2912","neg/335.jpg","jpg","405.0","600.0",,,,
"2913","neg/552.jpg","jpg","406.0","599.0",,,,
"2914","neg/2178.jpg","jpg","600.0","600.0",,,,
"2915","neg/323.jpg","jpg","600.0","400.0",,,,
"2916","neg/880.jpg","jpg","307.0","598.0",,,,
"2917","neg/751.jpg","jpg","314.0","535.0",,,,
"2918","neg/2349.jpg","jpg","450.0","600.0",,,,
"2919","neg/521.jpg","jpg","181.0","270.0",,,,
"2920","neg/92.jpg","jpg","400.0","600.0",,,,
"2921","neg/2111.jpg","jpg","750.0","500.0",,,,
"2922","neg/1085.jpg","jpg","337.0","599.0",,,,
"2923","neg/704.jpg","jpg","316.0","592.0",,,,
"2924","neg/1017.jpg","jpg","451.0","599.0",,,,
"2925","neg/539.jpg","jpg","227.0","500.0",,,,
"2926","neg/1447.jpg","jpg","381.0","599.0",,,,
"2927","neg/1308.jpg","jpg","341.0","600.0",,,,
"2928","neg/1435.jpg","jpg","800.0","600.0",,,,
"2929","neg/1153.jpg","jpg","889.0","500.0",,,,
"2930","neg/593.jpg","jpg","334.0","592.0",,,,
"2931","neg/1654.jpg","jpg","360.0","480.0",,,,
"2932","neg/141.jpg","jpg","200.0","199.0",,,,
"2933","neg/1216.jpg","jpg","1024.0","576.0",,,,
"2934","neg/292.jpg","jpg","400.0","600.0",,,,
"2935","neg/196.jpg","jpg","791.0","599.0",,,,
"2936","neg/2204.jpg","jpg","900.0","600.0",,,,
"2937","neg/1617.jpg","jpg","324.0","599.0",,,,
"2938","neg/706.jpg","jpg","400.0","600.0",,,,
"2939","neg/992.jpg","jpg","600.0","600.0",,,,
"2940","neg/253.jpg","jpg","300.0","300.0",,,,
"2941","neg/72.jpg","jpg","600.0","600.0",,,,
"2942","neg/653.jpg","jpg","169.0","225.0",,,,
"2943","neg/347.jpg","jpg","660.0","599.0",,,,
"2944","neg/890.jpg","jpg","450.0","600.0",,,,
"2945","neg/1131.jpg","jpg","190.0","135.0",,,,
"2946","neg/950.jpg","jpg","1024.0","576.0",,,,
"2947","neg/1910.jpg","jpg","800.0","600.0",,,,
"2948","neg/917.jpg","jpg","600.0","600.0",,,,
"2949","neg/14.jpg","jpg","600.0","600.0",,,,
"2950","neg/1818.jpg","jpg","200.0","240.0",,,,
"2951","neg/65.jpg","jpg","336.0","598.0",,,,
"2952","neg/1141.jpg","jpg","1024.0","577.0",,,,
"2953","neg/107.jpg","jpg","384.0","600.0",,,,
"2954","neg/1399.jpg","jpg","450.0","600.0",,,,
"2955","neg/358.jpg","jpg","450.0","600.0",,,,
"2956","neg/2291.jpg","jpg","600.0","600.0",,,,
"2957","neg/836.jpg","jpg","450.0","600.0",,,,
"2958","neg/1813.jpg","jpg","800.0","600.0",,,,
"2959","neg/2019.jpg","jpg","797.0","500.0",,,,
"2960","neg/1106.jpg","jpg","500.0","500.0",,,,
"2961","neg/1708.jpg","jpg","800.0","600.0",,,,
"2962","neg/991.jpg","jpg","706.0","591.0",,,,
"2963","neg/2183.jpg","jpg","600.0","600.0",,,,
"2964","neg/495.jpg","jpg","227.0","599.0",,,,
"2965","neg/2157.jpg","jpg","450.0","600.0",,,,
"2966","neg/878.jpg","jpg","399.0","599.0",,,,
"2967","neg/1781.jpg","jpg","541.0","599.0",,,,
"2968","neg/195.jpg","jpg","776.0","600.0",,,,
"2969","neg/1897.jpg","jpg","337.0","600.0",,,,
"2970","neg/929.jpg","jpg","800.0","600.0",,,,
"2971","neg/1488.jpg","jpg","500.0","500.0",,,,
"2972","neg/894.jpg","jpg","800.0","600.0",,,,
"2973","neg/1318.jpg","jpg","272.0","491.0",,,,
"2974","neg/113.jpg","jpg","922.0","600.0",,,,
"2975","neg/171.jpg","jpg","900.0","600.0",,,,
"2976","neg/1477.jpg","jpg","400.0","400.0",,,,
"2977","neg/452.jpg","jpg","800.0","600.0",,,,
"2978","neg/918.jpg","jpg","720.0","591.0",,,,
"2979","neg/753.jpg","jpg","222.0","600.0",,,,
"2980","neg/3.jpg","jpg","600.0","600.0",,,,
"2981","neg/2319.jpg","jpg","800.0","600.0",,,,
"2982","neg/2035.jpg","jpg","561.0","599.0",,,,
"2983","neg/770.jpg","jpg","900.0","600.0",,,,
"2984","neg/1157.jpg","jpg","791.0","600.0",,,,
"2985","neg/210.jpg","jpg","450.0","600.0",,,,
"2986","neg/913.jpg","jpg","444.0","600.0",,,,
"2987","neg/1413.jpg","jpg","900.0","600.0",,,,
"2988","neg/1363.jpg","jpg","804.0","600.0",,,,
"2989","neg/820.jpg","jpg","800.0","600.0",,,,
"2990","neg/1699.jpg","jpg","400.0","599.0",,,,
"2991","neg/1016.jpg","jpg","297.0","430.0",,,,
"2992","neg/413.jpg","jpg","334.0","599.0",,,,
"2993","neg/810.jpg","jpg","450.0","600.0",,,,
"2994","neg/147.jpg","jpg","434.0","578.0",,,,
"2995","neg/1208.jpg","jpg","500.0","500.0",,,,
"2996","neg/2002.jpg","jpg","265.0","380.0",,,,
"2997","neg/414.jpg","jpg","600.0","600.0",,,,
"2998","neg/1530.jpg","jpg","600.0","600.0",,,,
"2999","neg/22.jpg","jpg","549.0","600.0",,,,
"3000","neg/289.jpg","jpg","400.0","600.0",,,,
"3001","neg/1330.jpg","jpg","800.0","600.0",,,,
"3002","neg/319.jpg","jpg","600.0","600.0",,,,
"3003","neg/837.jpg","jpg","574.0","600.0",,,,
"3004","neg/988.jpg","jpg","555.0","306.0",,,,
"3005","neg/1973.jpg","jpg","800.0","600.0",,,,
"3006","neg/1657.jpg","jpg","450.0","600.0",,,,
"3007","neg/324.jpg","jpg","501.0","599.0",,,,
"3008","neg/1425.jpg","jpg","800.0","600.0",,,,
"3009","neg/1931.jpg","jpg","194.0","259.0",,,,
"3010","neg/82.jpg","jpg","752.0","600.0",,,,
"3011","neg/2250.jpg","jpg","235.0","179.0",,,,
"3012","neg/1892.jpg","jpg","399.0","599.0",,,,
"3013","neg/330.jpg","jpg","600.0","600.0",,,,
"3014","neg/781.jpg","jpg","337.0","599.0",,,,
"3015","neg/68.jpg","jpg","800.0","600.0",,,,
"3016","neg/2238.jpg","jpg","604.0","453.0",,,,
"3017","neg/1518.jpg","jpg","400.0","600.0",,,,
"3018","neg/1681.jpg","jpg","600.0","600.0",,,,
"3019","neg/1229.jpg","jpg","399.0","599.0",,,,
"3020","neg/280.jpg","jpg","705.0","599.0",,,,
"3021","neg/2105.jpg","jpg","336.0","599.0",,,,
"3022","neg/1628.jpg","jpg","273.0","520.0",,,,
"3023","neg/1974.jpg","jpg","900.0","599.0",,,,
"3024","neg/1840.jpg","jpg","1024.0","576.0",,,,
"3025","neg/419.jpg","jpg","801.0","600.0",,,,
"3026","neg/437.jpg","jpg","500.0","500.0",,,,
"3027","neg/2262.jpg","jpg","482.0","600.0",,,,
"3028","neg/1496.jpg","jpg","500.0","500.0",,,,
"3029","neg/2253.jpg","jpg","362.0","598.0",,,,
"3030","neg/1563.jpg","jpg","600.0","600.0",,,,
"3031","neg/2003.jpg","jpg","800.0","600.0",,,,
"3032","neg/2207.jpg","jpg","600.0","600.0",,,,
"3033","neg/1423.jpg","jpg","450.0","600.0",,,,
"3034","neg/2052.jpg","jpg","600.0","600.0",,,,
"3035","neg/533.jpg","jpg","450.0","600.0",,,,
"3036","neg/1590.jpg","jpg","338.0","598.0",,,,
"3037","neg/1444.jpg","jpg","600.0","600.0",,,,
"3038","neg/1326.jpg","jpg","600.0","600.0",,,,
"3039","neg/1925.jpg","jpg","450.0","600.0",,,,
"3040","neg/491.jpg","jpg","334.0","599.0",,,,
"3041","neg/220.jpg","jpg","438.0","599.0",,,,
"3042","neg/1743.jpg","jpg","450.0","600.0",,,,
"3043","neg/1694.jpg","jpg","189.0","336.0",,,,
"3044","neg/1533.jpg","jpg","800.0","600.0",,,,
"3045","neg/2206.jpg","jpg","600.0","600.0",,,,
"3046","neg/951.jpg","jpg","512.0","384.0",,,,
"3047","neg/2228.jpg","jpg","800.0","600.0",,,,
"3048","neg/2345.jpg","jpg","450.0","600.0",,,,
"3049","neg/1952.jpg","jpg","501.0","599.0",,,,
"3050","neg/1264.jpg","jpg","467.0","600.0",,,,
"3051","neg/76.jpg","jpg","600.0","600.0",,,,
"3052","neg/1918.jpg","jpg","512.0","512.0",,,,
"3053","neg/825.jpg","jpg","404.0","540.0",,,,
"3054","neg/656.jpg","jpg","300.0","300.0",,,,
"3055","neg/1917.jpg","jpg","182.0","272.0",,,,
"3056","neg/1959.jpg","jpg","450.0","600.0",,,,
"3057","neg/600.jpg","jpg","482.0","600.0",,,,
"3058","neg/726.jpg","jpg","450.0","600.0",,,,
"3059","neg/1803.jpg","jpg","339.0","526.0",,,,
"3060","neg/2195.jpg","jpg","512.0","512.0",,,,
"3061","neg/1422.jpg","jpg","433.0","329.0",,,,
"3062","neg/1688.jpg","jpg","600.0","600.0",,,,
"3063","neg/758.jpg","jpg","1065.0","600.0",,,,
"3064","neg/1075.jpg","jpg","180.0","320.0",,,,
"3065","neg/955.jpg","jpg","600.0","600.0",,,,
"3066","neg/1232.jpg","jpg","200.0","600.0",,,,
"3067","neg/1277.jpg","jpg","525.0","525.0",,,,
"3068","neg/1329.jpg","jpg","225.0","168.0",,,,
"3069","neg/1254.jpg","jpg","423.0","600.0",,,,
"3070","neg/170.jpg","jpg","500.0","500.0",,,,
"3071","neg/158.jpg","jpg","475.0","599.0",,,,
"3072","neg/1622.jpg","jpg","720.0","581.0",,,,
"3073","neg/1536.jpg","jpg","450.0","600.0",,,,
"3074","neg/1256.jpg","jpg","402.0","599.0",,,,
"3075","neg/889.jpg","jpg","150.0","200.0",,,,
"3076","neg/2226.jpg","jpg","450.0","600.0",,,,
"3077","neg/601.jpg","jpg","245.0","600.0",,,,
"3078","neg/256.jpg","jpg","600.0","600.0",,,,
"3079","neg/377.jpg","jpg","300.0","600.0",,,,
"3080","neg/35.jpg","jpg","532.0","382.0",,,,
"3081","neg/802.jpg","jpg","720.0","521.0",,,,
"3082","neg/1802.jpg","jpg","600.0","600.0",,,,
"3083","neg/380.jpg","jpg","640.0","548.0",,,,
"3084","neg/1000.jpg","jpg","338.0","600.0",,,,
"3085","neg/1402.jpg","jpg","447.0","599.0",,,,
"3086","neg/460.jpg","jpg","315.0","600.0",,,,
"3087","neg/522.jpg","jpg","400.0","600.0",,,,
"3088","neg/1136.jpg","jpg","500.0","500.0",,,,
"3089","neg/2344.jpg","jpg","1066.0","600.0",,,,
"3090","neg/517.jpg","jpg","381.0","299.0",,,,
"3091","neg/56.jpg","jpg","533.0","600.0",,,,
"3092","neg/78.jpg","jpg","800.0","600.0",,,,
"3093","neg/1421.jpg","jpg","400.0","599.0",,,,
"3094","neg/74.jpg","jpg","342.0","598.0",,,,
"3095","neg/1467.jpg","jpg","398.0","599.0",,,,
"3096","neg/2197.jpg","jpg","703.0","600.0",,,,
"3097","neg/1087.jpg","jpg","600.0","600.0",,,,
"3098","neg/1830.jpg","jpg","1024.0","577.0",,,,
"3099","neg/362.jpg","jpg","265.0","380.0",,,,
"3100","neg/1890.jpg","jpg","266.0","500.0",,,,
"3101","neg/1821.jpg","jpg","450.0","600.0",,,,
"3102","neg/173.jpg","jpg","450.0","600.0",,,,
"3103","neg/224.jpg","jpg","600.0","600.0",,,,
"3104","neg/510.jpg","jpg","450.0","600.0",,,,
"3105","neg/2177.jpg","jpg","200.0","261.0",,,,
"3106","neg/1440.jpg","jpg","560.0","560.0",,,,
"3107","neg/844.jpg","jpg","253.0","484.0",,,,
"3108","neg/1697.jpg","jpg","388.0","600.0",,,,
"3109","neg/1990.jpg","jpg","450.0","600.0",,,,
"3110","neg/1725.jpg","jpg","104.0","140.0",,,,
"3111","neg/2318.jpg","jpg","899.0","600.0",,,,
"3112","neg/2000.jpg","jpg","600.0","600.0",,,,
"3113","neg/1844.jpg","jpg","331.0","600.0",,,,
"3114","neg/592.jpg","jpg","600.0","600.0",,,,
"3115","neg/790.jpg","jpg","300.0","600.0",,,,
"3116","neg/1857.jpg","jpg","592.0","592.0",,,,
"3117","neg/1445.jpg","jpg","450.0","600.0",,,,
"3118","neg/418.jpg","jpg","213.0","320.0",,,,
"3119","neg/2089.jpg","jpg","500.0","500.0",,,,
"3120","neg/1689.jpg","jpg","450.0","600.0",,,,
"3121","neg/1839.jpg","jpg","1065.0","600.0",,,,
"3122","neg/914.jpg","jpg","820.0","600.0",,,,
"3123","neg/2028.jpg","jpg","800.0","480.0",,,,
"3124","neg/1577.jpg","jpg","204.0","272.0",,,,
"3125","neg/190.jpg","jpg","1024.0","577.0",,,,
"3126","neg/1894.jpg","jpg","114.0","114.0",,,,
"3127","neg/1247.jpg","jpg","313.0","599.0",,,,
"3128","neg/2240.jpg","jpg","899.0","600.0",,,,
"3129","neg/1903.jpg","jpg","290.0","430.0",,,,
"3130","neg/1174.jpg","jpg","900.0","600.0",,,,
"3131","neg/331.jpg","jpg","600.0","600.0",,,,
"3132","neg/2277.jpg","jpg","105.0","140.0",,,,
"3133","neg/1999.jpg","jpg","399.0","599.0",,,,
"3134","neg/1752.jpg","jpg","114.0","140.0",,,,
"3135","neg/664.jpg","jpg","900.0","600.0",,,,
"3136","neg/524.jpg","jpg","600.0","600.0",,,,
"3137","neg/2001.jpg","jpg","458.0","599.0",,,,
"3138","neg/104.jpg","jpg","671.0","477.0",,,,
"3139","neg/2092.jpg","jpg","172.0","128.0",,,,
"3140","neg/892.jpg","jpg","904.0","499.0",,,,
"3141","neg/2227.jpg","jpg","600.0","600.0",,,,
"3142","neg/70.jpg","jpg","408.0","599.0",,,,
"3143","neg/390.jpg","jpg","337.0","599.0",,,,
"3144","neg/1009.jpg","jpg","339.0","599.0",,,,
"3145","neg/298.jpg","jpg","768.0","460.0",,,,
"3146","neg/2309.jpg","jpg","338.0","598.0",,,,
"3147","neg/686.jpg","jpg","640.0","480.0",,,,
"3148","neg/346.jpg","jpg","450.0","600.0",,,,
"3149","neg/1049.jpg","jpg","900.0","600.0",,,,
"3150","neg/1503.jpg","jpg","450.0","600.0",,,,
"3151","neg/2281.jpg","jpg","800.0","600.0",,,,
"3152","neg/1855.jpg","jpg","360.0","480.0",,,,
"3153","neg/1127.jpg","jpg","600.0","600.0",,,,
"3154","neg/8.jpg","jpg","411.0","600.0",,,,
"3155","neg/792.jpg","jpg","497.0","500.0",,,,
"3156","neg/209.jpg","jpg","800.0","480.0",,,,
"3157","neg/1864.jpg","jpg","659.0","600.0",,,,
"3158","neg/1047.jpg","jpg","960.0","543.0",,,,
"3159","neg/411.jpg","jpg","600.0","600.0",,,,
"3160","neg/2175.jpg","jpg","283.0","563.0",,,,
"3161","neg/265.jpg","jpg","779.0","600.0",,,,
"3162","neg/1589.jpg","jpg","337.0","599.0",,,,
"3163","neg/2285.jpg","jpg","526.0","526.0",,,,
"3164","neg/2325.jpg","jpg","360.0","360.0",,,,
"3165","neg/188.jpg","jpg","337.0","600.0",,,,
"3166","neg/1253.jpg","jpg","1024.0","576.0",,,,
"3167","neg/1006.jpg","jpg","600.0","600.0",,,,
"3168","neg/64.jpg","jpg","140.0","105.0",,,,
